name;sinta_id;dept;sinta_score;sinta_3yr_score;affil_score;affil_3yr_score;scopus_h_index;gs_h_index;wos_h_index;scopus_i10_index;gs_i10_index;wos_i10_index;scopus_g_index;gs_g_index;wos_g_index;scopus_article;scopus_citation;scopus_cited_document;gs_article;gs_citation;gs_cited_document;wos_article;wos_citation;wos_cited_document
WAHYUDIN;5991845;S3 - Pendidikan Dasar;3188;1857;0;0;6;15;;5;21;;2;2;;70;186;45;438;1130;144;0;0;0
ACHMAD SAMSUDIN;257767;S1 - Pendidikan Fisika;4718;2756;0;0;14;26;9;21;61;8;1;1;2;166;810;109;347;2926;224;125;326;64
ADE GAFAR ABDULLAH;257412;S2 - Pendidikan Teknologi dan Kejuruan;5712;2175;0;0;11;17;9;15;36;9;1;1;1;190;607;119;325;1718;195;150;331;75
ASEP BAYU DANI NANDIYANTO;5974504;S2 - Kimia;12610;5308;0;0;31;39;27;86;133;63;1;2;1;296;4214;221;477;6420;325;217;2987;159
ENDI SUHENDI;5976806;S1 - Fisika;2074;994;0;0;7;16;4;6;16;2;1;1;1;58;217;35;117;771;68;41;68;18
IDA HAMIDAH;5978332;S1 - Pendidikan Teknik Otomotif;2300;1124;0;0;9;14;4;8;20;2;1;1;2;66;340;40;135;894;78;23;97;19
ACHMAD HUFAD;5977826;S3 - Pendidikan Khusus;1613;1069;0;0;5;10;3;3;11;2;2;1;7;44;110;22;144;436;64;12;39;5
ANA;5994248;S1 - Pendidikan Kesejahteraan Keluarga;1831;1071;0;0;6;11;3;4;12;1;1;1;2;64;155;34;128;495;72;20;38;10
AL JUPRI;5974523;S1 - Pendidikan Matematika;2546;1139;0;0;7;15;4;4;25;2;1;1;2;67;265;39;150;1070;103;46;106;23
FITRI KHOERUNNISA;258263;S1 - Kimia;2972;1165;0;0;12;14;11;13;17;12;1;2;1;74;500;51;92;653;60;58;348;40
JULIA;5975686;S1 - PGSD Kampus Sumedang;1855;1190;0;0;7;13;3;4;15;0;1;2;2;43;142;33;127;712;71;7;16;5
DIDI SURYADI;5994183;S3 - Pendidikan Matematika;2345;1195;0;0;7;25;;6;55;;2;1;;97;217;53;258;2709;169;0;0;0
BUDI MULYANTI;5993841;S1 - Teknik Elektro;2432;1215;0;0;8;9;5;5;9;4;1;1;3;84;271;48;132;520;68;40;124;25
AMIR MACHMUD;5974528;S2 - Pendidikan Ekonomi;977;750;0;0;6;15;0;3;26;0;2;1;0;17;65;13;95;1345;62;0;0;0
DARHIM;6166301;S3 - Pendidikan Matematika;1264;758;0;0;7;10;;4;11;;1;1;;51;163;35;74;395;44;0;0;0
MUHAMAD PARHAN;6709291;S2 - Pendidikan Ilmu Pengetahuan Sosial;781;558;0;0;1;10;0;0;12;0;1;1;0;3;3;1;75;289;34;0;0;0
EKA CAHYA PRIMA;5977482;S1 - Pendidikan IPA;1949;775;0;0;10;15;7;11;19;5;4;1;3;44;276;26;77;729;49;20;128;15
TOPIK HIDAYAT;256954;S1 - Biologi;1838;805;0;0;7;14;0;5;20;0;1;1;0;56;290;36;176;887;101;0;0;0
PARSAORAN SIAHAAN;6088571;S2 - Pendidikan Ilmu Pengetahuan Alam;1651;807;0;0;6;13;0;4;24;0;1;1;0;46;118;27;161;1227;106;1;0;0
JARNAWI AFGANI DAHLAN;5974544;S3 - Pendidikan Matematika;1588;808;0;0;5;23;1;2;47;0;1;1;2;46;148;34;156;1878;115;7;1;1
HELI SITI HALIMATUL MUNAWAROH;5978104;S2 - Kimia;1353;809;0;0;14;15;0;19;22;0;1;21;0;54;621;38;58;771;39;0;0;0
NANANG PRIATNA;5980973;S2 - Pendidikan Matematika;1571;853;0;0;5;14;3;0;19;0;1;1;1;47;73;25;166;841;74;31;22;10
WAHYUDIN;5979725;S2 - Pendidikan Ilmu Komputer;1501;811;0;0;6;4;3;5;0;0;3;2;1;70;191;45;10;21;7;35;35;18
ANDRIA PRAGHOLAPATI;6774276;D3 - Keperawatan;729;564;0;0;0;13;0;0;16;0;1;1;1;2;0;0;93;785;55;2;0;0
DIANA ROCHINTANIAWATI;6140567;S1 - Pendidikan IPA;1138;564;0;0;3;14;2;0;18;0;2;1;1;21;35;18;100;1885;73;20;14;9
AMUNG MAMUN;5994366;S3 - Pendidikan Olahraga;817;565;0;0;2;11;0;0;15;0;2;1;0;24;20;11;171;769;80;0;0;0
SRI ANGGRAENI;6006569;S2 - Pendidikan Biologi;1899;1220;0;0;5;10;2;2;13;0;1;1;1;27;72;13;154;484;81;18;15;6
AGUS RAHAYU;5985049;S3 - Manajemen;1088;565;0;0;4;10;;1;10;;2;1;;26;23;7;160;379;68;0;0;0
SRI MULYANI;6123713;S1 - Pendidikan Kimia;932;574;0;0;5;0;;2;0;;1;4;;22;42;10;0;0;0;0;0;0
MUKTIARNI;6745839;S1 - Pendidikan Tata Boga;754;575;0;0;3;5;0;1;4;0;1;1;0;19;27;8;57;181;28;0;0;0
EYUS SUDIHARTINIH;5975856;S1 - Pendidikan Matematika;919;637;0;0;2;6;1;0;5;0;1;1;1;7;11;4;70;173;39;4;3;2
MUNIR;5974517;S2 - Pendidikan Ilmu Komputer;2103;652;0;0;5;12;4;1;15;0;2;2;1;45;105;30;116;601;59;34;43;19
ERNAWULAN SYAODIH;6114767;S2 - Pendidikan Dasar;856;642;0;0;5;13;;2;19;;1;1;;24;244;15;118;1410;68;0;0;0
BAMBANG SUPRIATNO;5992701;S2 - Pendidikan Biologi;1092;665;0;0;2;10;1;0;13;0;1;1;1;18;10;6;122;393;64;18;1;1
ANDHY SETIAWAN;6040311;S1 - Fisika;1297;645;0;0;5;9;3;2;8;0;1;1;3;22;48;13;75;247;38;10;19;8
DR.PARLINDUNGAN SINAGA M.SI;5989835;S3 - Pendidikan Ilmu Pengetahuan Alam;1323;675;0;0;5;14;;4;21;;1;1;;50;97;25;140;706;92;0;0;0
YAYA S. KUSUMAH;6676817;S3 - Pendidikan Matematika;1331;695;0;0;10;25;;10;55;;1;1;;57;268;40;176;2153;136;0;0;0
TEDI SUPRIYADI;5993317;S1 - PGSD Penjas Kampus Sumedang;977;736;0;0;7;10;0;3;10;0;1;1;0;34;116;24;31;276;25;6;337;6
KOKOM KOMALASARI;5984369;S2 - Pendidikan Kewarganegaraan;1377;611;0;0;9;18;3;9;27;1;1;1;4;23;169;17;135;4990;74;12;26;4
SELLY FERANIE;5978969;S1 - Fisika;1596;701;0;0;6;12;5;4;15;3;1;1;1;34;123;21;105;443;64;23;80;17
AAN KOMARIAH;6101488;S3 - Administrasi Pendidikan;1507;635;0;0;2;22;2;0;33;0;1;1;1;39;16;12;205;8375;113;35;14;4
ROER EKA PAWINANTO;6745886;S1 - Pendidikan Teknik Otomasi Industri dan Robotika;1554;768;0;0;9;9;6;6;9;3;1;1;2;46;246;28;53;429;32;27;131;21
TAUFIK RAMLAN RAMALIS;5994709;S2 - Pendidikan Fisika;1080;633;0;0;3;9;1;0;9;0;1;1;1;39;38;17;113;400;74;21;4;4
DADI RUSDIANA;5974813;S2 - Pendidikan Fisika;2395;1226;0;0;10;18;0;11;37;0;1;1;0;86;323;56;229;1280;138;41;100;21
WAWAN SETIAWAN;5977494;S2 - Pendidikan Ilmu Komputer;2215;1256;0;0;8;18;;7;37;;1;1;;74;190;45;268;1626;159;0;0;0
IRMA DARMAWATI;6725313;D3 - Keperawatan;1105;681;0;0;1;5;0;0;0;0;1;1;1;13;4;3;63;78;26;2;0;0
TURMUDI;5991823;S3 - Pendidikan Matematika;2211;1259;0;0;7;12;2;3;16;0;2;1;2;73;156;41;103;609;48;33;16;14
DENI DARMAWAN;5973309;S3 - Pengembangan Kurikulum;2233;1257;0;0;5;31;1;0;74;0;1;1;1;18;42;11;376;10471;221;8;3;2
ARI WIDODO;257822;S2 - Pendidikan Ilmu Pengetahuan Alam;2798;1298;0;0;7;23;3;5;54;0;1;1;1;65;187;42;259;2549;176;49;57;26
WAHYU SOPANDI;5989208;S3 - Pendidikan Dasar;2197;1333;0;0;6;18;4;1;45;0;2;2;2;57;132;39;236;1333;142;33;48;20
IDA KANIAWATI;6005868;S3 - Pendidikan Ilmu Pengetahuan Alam;2438;1343;0;0;12;25;0;13;49;0;1;1;0;96;410;58;221;1967;149;0;0;0
LILIASARI;5991831;S3 - Pendidikan Ilmu Pengetahuan Alam;2585;1340;0;0;9;20;6;7;43;3;1;5;2;77;209;45;168;1833;125;71;113;27
SYIFAUL FUADA;5981677;S1 - Sistem Telekomunikasi;3290;1358;0;0;13;20;7;19;49;4;1;1;2;76;482;65;246;1439;155;42;139;32
EENG AHMAN;5991829;S3 - Manajemen;864;585;0;0;6;15;0;1;24;0;1;1;0;24;67;14;135;775;66;0;0;0
BUDI LAKSONO PUTRO;5993187;S1 - Pendidikan Ilmu Komputer;678;266;0;0;3;5;2;0;2;0;2;2;1;18;39;14;62;221;33;9;7;3
TRI SUWANDI;6198988;S1 - Pendidikan Biologi;363;224;0;0;2;6;1;1;4;0;1;1;1;5;26;3;21;148;13;2;2;1
SUHENDRA, M.ED., PH.D;6140435;S1 - Pendidikan Matematika;534;245;0;0;4;9;;1;8;;1;1;;25;50;13;21;201;17;0;0;0
INDAH SUSANTI;6681739;S1 - Pendidikan Teknik Arsitektur;324;217;0;0;2;7;0;0;3;0;1;1;0;7;6;3;24;94;15;0;0;0
IDA FARIDA ADI PRAWIRA;6027190;S2 - Magister Ilmu Akuntansi;334;231;0;0;1;5;0;0;2;0;2;1;1;6;2;2;50;84;22;2;0;0
EPON NUR'AENI L;5980779;S2 - Pendidikan Guru Sekolah Dasar Kampus Tasikmalaya;388;238;0;0;1;5;0;0;4;0;1;1;1;8;3;2;62;185;32;2;0;0
MUKHIDIN;5991832;S3 - Pendidikan Teknologi dan Kejuruan;431;181;0;0;3;6;2;1;5;0;6;2;1;9;33;4;43;239;22;13;6;3
LILI SOMANTRI;5995390;S1 - Sains Informasi Geografi;703;262;0;0;3;7;0;0;5;0;1;1;0;14;22;7;68;225;40;0;0;0
ELIH SUDIAPERMANA;6687259;S3 - Pendidikan Masyarakat;346;195;0;0;1;6;1;0;4;0;1;1;3;4;6;1;31;149;15;1;4;1
NURBAETY AGUSTINA DEWI RATNASARI;6666061;Unknown;575;189;0;0;0;27;;0;76;;0;0;;0;0;0;570;5364;0;0;0;0
AGUS FAKHRUDDIN;5993691;S1 - Ilmu Pendidikan Agama Islam;378;204;0;0;1;6;1;0;5;0;1;1;0;5;4;2;55;228;21;1;1;1
AGUS FANY CHANDRA WIJAYA;6159695;S1 - Pendidikan Fisika;493;170;0;0;2;9;;0;8;;1;1;;10;15;6;91;365;52;0;0;0
MUSTOFA KAMIL;5994180;S2 - Pendidikan Masyarakat;544;253;0;0;2;12;1;0;15;0;1;1;1;9;8;3;71;1572;45;5;1;1
AGUS SETIABUDI;5982867;S2 - Kimia;1188;170;0;0;9;14;;9;15;;1;1;;25;811;18;68;1310;36;0;0;0
DR. DIAN INDIHADI, M.PD.;6014404;S1 - PGSD Kampus Tasikmalaya;425;174;0;0;1;9;0;0;7;0;2;1;0;2;1;1;105;386;59;0;0;0
NENDEN INEU HERAWATI;6006181;S1 - PGPAUD Kampus Cibiru;358;175;0;0;0;5;;0;2;;0;1;;0;0;0;58;113;21;0;0;0
YUNUS ABIDIN;257816;S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru;723;212;0;0;1;18;0;0;22;0;3;1;0;4;4;2;123;6215;66;0;0;0
SURYADI;5978515;S1 - Administrasi Pendidikan;318;212;0;0;1;0;;0;0;;2;0;;12;5;4;0;0;0;0;0;0
RUSWAN DALLYONO;6682759;S1 - Bahasa dan Sastra Inggris;230;181;0;0;3;5;0;1;2;0;1;4;0;8;31;5;19;75;8;0;0;0
NURYADI;6129407;S2 - Pendidikan Olahraga;288;177;0;0;1;4;;0;1;;1;1;;6;3;2;60;57;20;0;0;0
PURNOMO;6655363;S1 - Pendidikan Masyarakat;269;178;0;0;3;4;0;0;0;0;1;1;1;6;8;2;36;35;9;1;0;0
SITI AISYAH;5984449;S1 - Kimia;863;174;0;0;9;9;;9;9;;1;1;;19;174;15;30;269;21;0;0;0
IWA KUNTADI;6124175;S1 - Pendidikan Teknik Otomotif;348;178;0;0;2;3;2;0;1;0;1;1;1;9;10;4;36;50;17;6;7;3
RICKY WIBOWO;5982918;S1 - PGSD Pendidikan Jasmani;384;198;0;0;0;6;0;0;1;0;1;1;1;5;0;0;40;91;19;2;0;0
ADE SADIKIN AKHYADI;6106975;S3 - Pendidikan Masyarakat;261;179;0;0;1;7;;0;3;;0;1;;1;1;1;41;177;20;0;0;0
SHAFIRA HIMAYAH;6114986;S1 - Sains Informasi Geografi;212;178;0;0;3;3;;0;0;;1;1;;11;14;5;24;26;11;0;0;0
HISNY FAJRUSSALAM;6688267;S1 - PGSD Kampus Purwakarta;374;199;0;0;0;6;0;0;5;0;0;1;1;0;0;0;67;96;17;1;0;0
MAYA SARI;5984857;S3 - Manajemen;388;198;0;0;2;0;;0;0;;2;1;;5;6;2;0;0;0;0;0;0
DINGDING HAERUDIN;5987647;S2 - Pendidikan Bahasa dan Budaya Sunda;490;199;0;0;0;6;0;0;4;0;1;2;0;3;0;0;68;115;27;0;0;0
SOJA SITI FATIMAH;5976517;S1 - Kimia;346;202;0;0;4;0;;1;0;;2;5;;18;42;13;0;0;0;0;0;0
MESA RAHMI STEPHANI;6068759;S1 - PGSD Pendidikan Jasmani;347;199;0;0;1;6;0;0;3;0;1;2;1;3;0;0;37;100;19;1;0;0
BAMBANG DARMAWAN;5991508;S1 - Pendidikan Teknik Mesin;271;203;0;0;4;0;;1;0;;2;1;;2;2;2;0;0;0;0;0;0
YUDI WIBISONO;260167;S1 - Ilmu Komputer;543;199;0;0;3;9;2;0;8;0;1;4;2;13;23;8;59;245;34;7;4;3
ISKANDAR MUDA PURWAAMIJAYA;257939;S1 - Teknik Sipil;456;201;0;0;2;3;0;0;3;0;1;1;0;9;8;3;47;65;12;0;0;0
LINA ANISA NASUTION;6731726;D3 - Keperawatan;213;203;0;0;1;4;1;0;0;0;1;2;1;8;7;4;24;25;10;2;1;1
NUNUY NURJANAH;5983965;S2 - Pendidikan Bahasa dan Budaya Sunda;380;181;0;0;2;5;0;0;3;0;1;1;0;7;7;3;45;136;16;0;0;0
YUSEP SUKRAWAN;5978341;S1 - Pendidikan Teknik Otomotif;364;179;0;0;1;6;1;1;2;0;0;1;3;2;10;1;50;116;19;3;5;1
SUCI TUTY PUTRI ;5975877;D3 - Keperawatan;370;181;0;0;1;6;1;0;4;0;1;1;1;6;2;1;33;246;16;3;1;1
CAHYO PUJI ASMORO;6175994;Unknown;380;181;0;0;2;4;2;0;0;0;1;1;3;13;19;7;32;41;12;7;8;2
YUSUF HIDAYAT;6136712;S2 - Pendidikan Olahraga;506;215;0;0;2;11;0;0;11;0;1;1;1;9;8;3;101;407;47;3;0;0
DADAN DJUANDA;5993483;S1 - PGSD Kampus Sumedang;637;215;0;0;1;13;;0;20;;1;3;;5;4;3;107;928;56;0;0;0
DIAH GUSRAYANI;5993469;S1 - PGSD Kampus Sumedang;670;213;0;0;1;10;0;0;10;0;1;1;0;4;3;3;82;447;41;0;0;0
SAEFUL KARIM;6022627;S1 - Pendidikan Fisika;530;216;0;0;4;13;;2;19;;1;1;;14;48;7;73;466;43;0;0;0
DR. ILFIANDRA, M.PD;5989603;S2 - Bimbingan Dan Konseling;601;216;0;0;3;8;;0;8;;1;1;;11;26;8;64;464;33;0;0;0
RANI MEGASARI;5992674;S1 - Ilmu Komputer;401;216;0;0;3;4;;0;1;;2;1;;16;26;10;21;68;13;0;0;0
MIMIN IRYANTI;5979500;S1 - Fisika;698;216;0;0;4;6;2;0;1;0;1;1;3;18;32;13;48;97;28;5;9;5
AYU KRISHNA YULIAWATI;5977407;S1 - Manajemen;534;175;0;0;4;10;0;1;11;0;1;1;0;9;16;5;66;407;29;0;0;0
LENI ANGGRAENI;5988484;S1 - Pendidikan Pancasila Dan Kewarganegaraan;520;212;0;0;1;5;;0;3;;1;2;;4;0;0;129;120;28;0;0;0
WAWAN HERMAWAN;5989811;S2 - Pendidikan Agama Islam;289;175;0;0;0;4;;0;1;;0;8;;0;0;0;21;59;9;0;0;0
DARSIHARJO;5996446;S2 - Pendidikan Geografi;508;176;0;0;1;5;0;0;2;0;1;1;0;2;1;1;23;74;11;0;0;0
DENI WARDANA;6662598;S1 - PGSD Kampus Serang;205;171;0;0;0;3;;0;0;;0;1;;0;0;0;27;17;6;0;0;0
KHUSNUL NOVIANINGSIH;258640;S1 - Matematika;497;177;0;0;3;4;2;0;2;0;1;2;1;0;0;0;35;51;17;5;2;1
SAID HAMID HASAN;6193496;S3 - Pendidikan Sejarah;326;177;0;0;0;19;0;0;25;0;0;3;0;0;0;0;94;2597;60;0;0;0
ERNA PIANTARI;6143243;S1 - Pendidikan Ilmu Komputer;235;176;0;0;2;2;;0;1;;3;1;;11;15;6;17;53;8;0;0;0
ADIB RIFQI SETIAWAN;6710906;Unknown;173;171;0;0;0;20;;0;20;;0;0;;0;0;0;49;2730;0;0;0;0
EDDY PRASETYO NUGROHO;5990993;S1 - Ilmu Komputer;531;171;0;0;5;7;3;1;4;0;3;1;4;13;62;9;36;191;21;8;18;6
FAZRI NUR YUSUF;5978422;S3 - Pendidikan Bahasa Inggris;249;172;0;0;2;5;;0;1;;2;1;;4;9;4;36;78;22;0;0;0
JAJANG KUSNENDAR;5989839;S1 - Pendidikan Ilmu Komputer;490;173;0;0;4;6;2;0;2;0;1;1;1;15;28;8;28;89;17;6;8;3
AGUS SOLEHUDIN;6042424;S1 - Pendidikan Teknik Mesin;457;173;0;0;3;5;;1;3;;1;1;;11;30;7;44;89;18;0;0;0
ANGGA M SYAHID;6681782;S1 - Kepelatihan Fisik Olahraga;182;174;0;0;2;2;0;0;0;0;1;1;1;6;7;3;17;13;7;1;0;0
RR TJAHYANI BUSONO;6000749;S1 - Pendidikan Teknik Arsitektur;381;175;0;0;1;5;0;0;1;0;1;1;0;6;3;3;49;69;19;0;0;0
HERI YUSUF MUSLIHIN;6118136;S2 - Pendidikan Guru Sekolah Dasar Kampus Tasikmalaya;261;189;0;0;0;5;;0;2;;1;1;;1;0;0;51;73;23;0;0;0
JULIANA;6649754;S1 - Ilmu Ekonomi dan Keuangan Islam;299;189;0;0;2;6;1;1;4;1;4;1;0;3;11;2;45;130;26;1;11;1
ELIYAWATI;6000519;S1 - Pendidikan IPA;281;189;0;0;1;4;1;0;2;0;1;1;1;9;7;4;19;49;10;6;3;3
IHAT HATIMAH;5979054;S3 - Pendidikan Masyarakat;445;189;0;0;0;11;0;0;12;0;1;2;1;9;0;0;62;452;34;5;0;0
HAIPAN SALAM;5978333;S1 - Pendidikan Teknik Mesin;483;190;0;0;4;6;3;3;3;1;0;1;3;7;61;7;28;119;10;5;26;5
DIDIN SARIPUDIN;5984366;S3 - Pendidikan Sejarah;708;192;0;0;8;13;2;7;15;1;2;1;0;17;132;13;63;763;36;3;18;2
ASRI RIA AFFRIANI;6124844;D3 - Survey Pemetaan dan Informasi Geografis;230;194;0;0;2;2;1;0;0;0;1;1;1;9;9;4;11;15;7;6;1;1
EPON NINGRUM;5990289;S3 - Pendidikan Geografi;617;193;0;0;4;10;1;0;10;0;3;1;2;12;33;12;63;529;35;7;7;5
ANGGA HADIAPURWA;5989706;S1 - Perpustakaan dan Sains Informasi;264;192;0;0;0;4;0;0;2;0;1;1;1;1;0;0;40;50;13;1;0;0
AYI SUHERMAN;5993623;S1 - PGSD Penjas Kampus Sumedang;438;204;0;0;2;10;0;1;11;0;4;1;0;7;27;7;60;411;34;0;0;0
RR HERTIEN KOOSBANDIAH S;5995733;S2 - Pendidikan Biologi;422;204;0;0;3;9;;1;8;;1;2;;10;54;8;43;235;30;0;0;0
YUSUF TRI HERLAMBANG;5987552;S1 - PGSD Kampus Cibiru;311;205;0;0;1;11;0;0;12;0;1;1;0;3;1;1;48;508;25;3;0;0
DIAN BUDIANA;5984830;S1 - PGSD Pendidikan Jasmani;426;206;0;0;3;7;0;1;5;0;5;5;1;11;33;8;70;163;37;3;0;0
ANDOYO SASTROMIHARJO;5987306;S3 - Pendidikan Bahasa Indonesia;554;206;0;0;1;6;1;0;5;0;1;1;1;6;3;2;97;140;38;0;0;0
ROSARINA GIYARTINI;6142244;S1 - PGSD Kampus Tasikmalaya;234;171;0;0;0;4;;0;1;;0;1;;0;0;0;49;74;23;0;0;0
DEDE TRIE KURNIAWAN;6745958;S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru;468;208;0;0;2;6;1;0;5;0;1;1;1;6;6;2;53;175;30;1;0;0
RIKO ARRASYID;6681555;S1 - Pendidikan Pariwisata;321;253;0;0;1;2;1;0;0;0;1;1;2;8;4;2;21;21;9;3;1;1
EDI SURYADI;5994793;S2 - Manajemen Perkantoran;386;208;0;0;2;9;;0;7;;1;1;;8;17;5;33;385;17;0;0;0
RUSMAN;5995802;S2 - Pengembangan Kurikulum;506;254;0;0;2;10;;0;10;;2;1;;14;11;8;29;1352;16;0;0;0
JAJA KUSTIJA;5993968;S1 - Pendidikan Teknik Elektro;527;255;0;0;3;5;2;0;4;0;1;1;2;14;23;6;30;78;17;14;12;8
AMAY SUHERMAN;6657142;S3 - Pendidikan Teknologi dan Kejuruan;711;257;0;0;3;4;1;1;1;0;1;1;2;8;6;4;49;73;27;6;1;1
CECE RAKHMAT;5993220;S3 - Pendidikan Khusus;386;259;0;0;2;9;;1;8;;1;1;;10;38;5;63;1434;35;0;0;0
YUYU RACHMAT TAYUBI;5995486;S1 - Fisika;627;255;0;0;3;5;2;0;2;0;1;1;2;21;30;12;51;333;22;9;8;4
DIAN PERMATA SARI;6160445;S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P;403;257;0;0;5;3;;2;1;;1;1;;2;1;1;18;32;10;0;0;0
YAYAT SUDARYAT;5987640;S2 - Pendidikan Bahasa dan Budaya Sunda;895;260;0;0;2;11;1;0;14;0;1;1;2;7;9;4;173;927;71;2;2;1
NOVI SOFIA FITRIASARI;5989748;S1 - Sistem Informasi Kelautan;544;260;0;0;2;4;1;1;3;0;1;1;1;11;18;6;35;83;17;5;7;2
TRY RAMADHAN;6745711;S1 - Pendidikan Teknik Arsitektur;255;205;0;0;1;4;1;0;0;0;1;1;2;7;3;2;25;26;9;2;2;2
YUDI SUKMAYADI;6100381;S3 - Pendidikan Seni;363;182;0;0;1;4;0;0;0;0;1;1;1;4;4;2;64;37;13;0;0;0
SYAMSUL HADI SENEN;5984992;S3 - Manajemen;645;182;0;0;3;11;1;0;12;0;1;1;1;8;26;5;72;280;31;5;3;3
MUHAMMAD RIJAL WAHID MUHARRAM;6709826;S1 - PGSD Kampus Tasikmalaya;242;187;0;0;1;6;0;0;1;0;1;1;1;5;3;2;39;96;23;2;0;0
AMPRASTO;5988635;S1 - Pendidikan Biologi;315;187;0;0;1;6;0;0;2;0;1;1;1;9;3;2;44;95;22;6;0;0
WAWAN PURNAMA;6003518;S1 - Pendidikan Teknik Elektro;362;182;0;0;2;4;;0;2;;1;10;;15;21;7;34;119;12;0;0;0
YADI RUYADI;6664082;S2 - Pendidikan Sosiologi;473;187;0;0;1;8;1;0;8;0;1;1;1;2;5;1;53;384;20;3;1;1
ACENG KOSASIH;5976354;S3 - Pendidikan Umum dan Karakter;538;188;0;0;2;7;0;0;6;0;3;1;1;7;7;4;57;250;33;0;0;0
FEBBRY CIPTA;5995501;S1 - Pendidikan Seni Musik;290;217;0;0;1;2;;0;1;;1;1;;4;4;2;22;15;4;0;0;0
TRI INDRI HARDINI;5978640;S2 - Pendidikan Bahasa Perancis;336;188;0;0;1;5;0;0;3;0;1;1;0;3;2;2;61;103;21;0;0;0
DADAN DASARI;6000619;Unknown;345;217;0;0;1;6;0;0;5;0;1;1;0;12;9;7;87;139;33;0;0;0
WIJI;6012036;S2 - Pendidikan Kimia;543;218;0;0;2;4;1;0;2;0;1;1;2;15;18;7;19;52;10;8;4;3
YUSUF SURYANA;5994506;S1 - PGSD Kampus Tasikmalaya;447;218;0;0;0;11;0;0;12;0;0;1;0;0;0;0;107;281;50;0;0;0
RASTO;5993224;S2 - Manajemen Perkantoran;320;218;0;0;2;9;1;1;9;0;0;3;1;3;18;3;47;561;27;6;1;1
TITA MULYATI;5989944;S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru;322;219;0;0;1;10;;0;11;;1;32;;2;3;1;40;792;27;0;0;0
LELI HALIMAH;5978631;S1 - PGPAUD Kampus Cibiru;455;223;0;0;2;10;2;1;10;0;1;1;1;4;18;2;66;569;34;4;9;2
DENI KURNIAWAN;5995718;S2 - Pengembangan Kurikulum;290;187;0;0;1;8;0;0;6;0;0;1;0;1;1;1;94;1443;35;0;0;0
ROFI ROFAIDA;5993860;S2 - Manajemen;532;223;0;0;1;8;0;0;6;0;2;1;0;6;4;3;56;315;26;0;0;0
DADAN NUGRAHA;6068607;S1 - PGSD Kampus Sumedang;345;222;0;0;1;5;0;0;3;0;3;1;0;4;5;2;63;82;12;0;0;0
ENJANG AKHMAD JUANDA;5993925;S1 - Teknik Elektro;551;195;0;0;3;7;2;1;5;0;2;1;2;11;37;9;61;191;30;11;8;6
ASEP SUPRIATNA;5978133;S1 - Pendidikan Kimia;507;195;0;0;2;7;2;0;6;0;1;1;2;14;17;6;53;409;23;9;7;5
BELTASAR TARIGAN;5979103;S3 - Pendidikan Olahraga;663;195;0;0;3;12;1;2;14;0;7;1;2;11;41;5;161;605;75;6;2;2
WASIMUDIN SURYA SAPUTRA;5978996;D3 - Teknik Elektro;426;195;0;0;5;4;1;1;0;0;1;1;1;9;13;6;17;34;11;7;1;1
DADANG SUDANA;5994886;S3 - Linguistik;280;196;0;0;0;4;;0;1;;1;1;;5;0;0;80;60;26;0;0;0
KARIM SURYADI;5988516;S3 - Pendidikan Kewarganegaraan;600;196;0;0;1;10;1;0;11;0;1;1;1;10;9;2;106;488;59;11;9;1
KAMA ABDUL HAKAM;5993710;S3 - Pendidikan Umum dan Karakter;525;196;0;0;2;9;0;0;9;0;1;1;0;12;10;5;71;1136;38;0;0;0
JUJU MASUNAH;258201;S3 - Pendidikan Seni;557;197;0;0;1;9;1;0;9;0;1;1;1;6;6;4;107;316;50;14;1;1
FLORENTINA MARIA TITIN SUPRIYANTI;6682493;S1 - Kimia;486;196;0;0;3;11;;1;14;;1;1;;14;25;7;56;1560;34;0;0;0
AGUS SUHERMAN;5986522;S1 - Pendidikan Bahasa Sunda;488;232;0;0;1;9;0;0;9;0;2;1;0;2;1;1;48;205;26;0;0;0
ENJUN JUNAETI;5992648;S1 - Pendidikan Ilmu Komputer;601;232;0;0;4;6;3;2;5;0;1;1;2;21;51;9;31;148;15;12;18;5
SUNARYO KARTADINATA;5990867;S3 - Bimbingan Dan Konseling;521;232;0;0;2;16;;0;27;;1;1;;13;9;4;121;900;80;0;0;0
SRI SUMARTINI;6141086;D3 - Keperawatan;336;231;0;0;1;5;0;0;4;0;1;1;1;3;2;1;26;87;12;1;0;0
DELLA AYU LESTARI;6697506;S1 - Sistem Informasi Kelautan;265;233;0;0;1;2;0;0;0;0;1;1;0;6;2;2;24;11;6;0;0;0
HERLI SALIM;6003534;S1 - PGSD Kampus Serang;408;235;0;0;1;3;;0;1;;2;1;;3;3;2;38;44;11;0;0;0
MAD ALI ;6787108;S2 - Pendidikan Bahasa Arab;426;237;0;0;0;1;0;0;0;0;0;1;0;0;0;0;19;2;2;0;0;0
YENI RACHMAWATI;5988495;S1 - Pendidikan Guru Pendidikan Anak Usia Dini;624;233;0;0;1;12;1;0;13;0;1;2;1;2;1;1;87;2533;62;7;1;1
